gene_id	gene_name	SRX22997881	SRX22997882	SRX22997883	SRX22997884	SRX22997885	SRX22997886
ENSG00000060762.20	MPC1	558.407	2507.126	1158.047	2111.991	864.184	4224.361
ENSG00000060971.19	ACAA1	1188.629	4321.248	1719	2861.422	1726.949	4778.001
ENSG00000060982.15	BCAT1	1034.926	287.001	277	176	154	78
ENSG00000061273.18	HDAC7	990	469	605	243	1340.028	98.001
ENSG00000061337.16	LZTS1	91	10	24	17	93	1
ENSG00000061455.11	PRDM6	121.013	31	21	24	26	8
ENSG00000061492.12	WNT8A	0	0	0	0	0	0
ENSG00000061656.11	SPAG4	130	23	80	38	161	122
ENSG00000061676.16	NCKAP1	6048.745	3374.817	3223.49	3113.017	4556.488	2237.001
ENSG00000061794.13	MRPS35	3202.398	2115.373	2983.224	2089.637	2914.853	3098.459
ENSG00000061918.14	GUCY1B1	364	80	149	73	224	24
ENSG00000061936.10	SFSWAP	812	712.002	767	526.001	1070.001	268
ENSG00000061938.21	TNK2	764.029	435.998	472	418.999	681.001	65
ENSG00000061987.16	MON2	773.999	1672.367	929.001	1148.251	1676.673	729.001
ENSG00000062038.15	CDH3	2465.109	34	342	2	1542.608	32
ENSG00000062096.15	ARSF	0	1	0	0	0	0
ENSG00000062194.16	GPBP1	2172.235	2824.428	1992.289	1842	1720	2258.788
ENSG00000062282.15	DGAT2	777.344	112	337.999	65.079	377.403	62
ENSG00000062370.17	ZNF112	268	163	143	116	174	138
ENSG00000062485.19	CS	3720.351	5874.407	4892.915	6450.016	3783.197	4828.702
ENSG00000062524.16	LTK	33	462.005	58	211	141.001	786
ENSG00000062582.14	MRPS24	1616.543	878.997	938.202	854.672	764.442	1895.074
ENSG00000062598.18	ELMO2	1007.058	526.999	579.999	371	838.817	345.001
ENSG00000062650.20	WAPL	2675.492	1607.27	1238	1316.995	1337.137	590
ENSG00000062716.13	VMP1	10263.376	8502.242	9956.423	5759.172	6221.263	7482.414
ENSG00000062725.10	APPBP2	1020.121	984.013	639	782	884	521
ENSG00000062822.16	POLD1	682.019	300	324.493	226	475.998	89
ENSG00000063015.21	SEZ6	0	3	4	0	5	1
ENSG00000063046.18	EIF4B	13512.773	11011.072	15024.776	8899.781	11647.93	12974.367
ENSG00000063127.16	SLC6A16	3	12	2	4	15	11
ENSG00000063169.12	BICRA	245	289	279	260	251	28
ENSG00000063176.16	SPHK2	449.999	565.999	589	424.001	381.999	272.001
ENSG00000063177.13	RPL18	14204.529	12063.964	23345.839	9661.822	16015.31	19673.905
ENSG00000063180.9	CA11	53	44	39.999	44	51	39
ENSG00000063241.8	ISOC2	658	916	1037	823.072	646.367	1366.718
ENSG00000063244.14	U2AF2	6013.999	2928.648	3306.089	2806.909	3649.252	1655
ENSG00000063245.15	EPN1	3097.619	3783.151	3988.335	3618	2443.99	2033.01
ENSG00000063322.15	MED29	817.232	1004.29	789	797	997.39	653
ENSG00000063438.20	AHRR	1.473	79	17	33	58	23
ENSG00000063515.3	GSC2	0	0	0	0	0	0
ENSG00000063587.15	ZNF275	611.001	241	478.204	286	781	126
ENSG00000063601.17	MTMR1	885.001	506	476	355	752.913	187.999
ENSG00000063660.9	GPC1	299	166	183	137	202	63
ENSG00000063761.16	ADCK1	155	152.002	114	112	177.001	97
ENSG00000063854.13	HAGH	498	807.762	665.993	728.995	642.062	1339
ENSG00000063978.17	RNF4	1173.17	1644.001	1040	1220.999	1427.727	1868.12
ENSG00000064012.24	CASP8	1496.262	1338.373	777.699	948.307	1501.585	820.772
ENSG00000064042.18	LIMCH1	147	278	209.999	284	585.059	118
ENSG00000064102.15	INTS13	1033.293	413.021	433	303.001	773	377.328
ENSG00000064115.11	TM7SF3	1191.001	2137.931	1182.999	1123	1529.826	1814.999
ENSG00000064195.7	DLX3	10	1	2	0	6	1
ENSG00000064199.7	SPA17	257	370.014	208.697	277	308.993	467.001
ENSG00000064201.16	TSPAN32	15.999	14	4	7	23	11
ENSG00000064205.11	CCN5	1	45	37	129	1	26
ENSG00000064218.5	DMRT3	3	0	1	0	1	0
ENSG00000064225.13	ST3GAL6	119.892	71.001	43.999	61.001	99.999	82
ENSG00000064270.13	ATP2C2	971.432	2525.923	1499.625	1480.402	5278.845	1569
ENSG00000064300.9	NGFR	11	35	36	23	10	8
ENSG00000064309.16	CDON	125	31	67.001	25	136.003	13
ENSG00000064313.13	TAF2	1224.138	817.065	582.999	721.307	1305.414	480
ENSG00000064393.16	HIPK2	785	1163.011	640	925	2122.661	133
ENSG00000064419.14	TNPO3	1920	1636.665	1159	1283.999	1590.358	852
ENSG00000064489.23	BORCS8-MEF2B	36.555	70.567	88.528	23.892	59.366	20.061
ENSG00000064490.14	RFXANK	739	419.001	613	386	639.819	433.002
ENSG00000064545.15	TMEM161A	719.51	214.999	431.029	175	440	165.999
ENSG00000064547.14	LPAR2	323.999	225.299	225.999	192	245	232
ENSG00000064601.21	CTSA	4651.021	8282.948	7128.217	7957.061	3437.648	6964.11
ENSG00000064607.17	SUGP2	1480.211	826.086	790	471.1	1933.497	187.998
ENSG00000064651.14	SLC12A2	10739.422	2732.805	8354.545	3085.072	13674.029	1423.999
ENSG00000064652.11	SNX24	105	431	223.001	395.001	107	693.01
ENSG00000064655.19	EYA2	242	61	168	289	62	43
ENSG00000064666.15	CNN2	3799.408	1048.306	3048.036	1059.001	2696.448	490.002
ENSG00000064687.13	ABCA7	194.002	253	489	214.001	655	66
ENSG00000064692.20	SNCAIP	160.001	41	33	45	189.001	30.001
ENSG00000064703.13	DDX20	533.001	373.002	347	318	643.021	273
ENSG00000064726.10	BTBD1	1810.671	2120.27	1944.999	2148.001	1774.055	3004
ENSG00000064763.12	FAR2	1334.055	2555.554	1448	2667.5	1543.65	1750.001
ENSG00000064787.14	BCAS1	123	14169.094	2592.402	6448.64	4496.465	6067.689
ENSG00000064835.12	POU1F1	0	0	0	0	0	0
ENSG00000064886.14	CHI3L2	16.999	125	26.001	35.001	147	9.001
ENSG00000064932.16	SBNO2	1176.345	852.884	994.002	941	1788	201
ENSG00000064933.19	PMS1	746.043	343.999	286.999	300.001	730.002	194.001
ENSG00000064961.19	HMG20B	1086	1379.675	1418.014	1205.813	2037.767	1702.205
ENSG00000064989.13	CALCRL	871.007	200.068	177	217	317	149.002
ENSG00000064995.19	TAF11	860	573.195	445.905	517	814.001	568.238
ENSG00000064999.16	ANKS1A	1518.477	1001.25	594	809	858.12	203.999
ENSG00000065000.20	AP3D1	2920.04	2631.206	2336.999	2206.69	3377.642	672.081
ENSG00000065029.15	ZNF76	671.099	449	351	315.999	720.007	280.956
ENSG00000065054.14	NHERF2	760.496	665.001	534.999	597	1376.002	302.999
ENSG00000065057.9	NTHL1	693.001	277.005	473	259	485.999	353
ENSG00000065060.18	BLTP3A	645	359	299	348	738	159
ENSG00000065135.12	GNAI3	2444.169	2656.178	2162.894	2368	2642.381	2011.217
ENSG00000065150.21	IPO5	11234.575	2329.773	4955	2066.063	3903.07	1949
ENSG00000065154.12	OAT	3323.648	2155.014	3638.599	2289.003	1411.406	2867.018
ENSG00000065183.16	WDR3	1266.65	540.008	689.46	557.083	1314.084	393.035
ENSG00000065243.20	PKN2	1776.499	2772.905	1564	2090	2558.812	1378.497
ENSG00000065268.11	WDR18	596	258	471.999	250	355.001	382
ENSG00000065308.5	TRAM2	1311.459	983	627	849	1568	275
ENSG00000065320.9	NTN1	47	69	80	136	188	26
ENSG00000065325.13	GLP2R	14	328	71	230	89	123
ENSG00000065328.17	MCM10	540.953	129	85	61	268	34
ENSG00000065357.20	DGKA	198.999	1996.039	711.002	1386.683	793	591.112
ENSG00000065361.17	ERBB3	6242.893	11357.636	7061.016	4480.211	8078.27	3311.618
ENSG00000065371.18	ROPN1	0	18	0	10	0	10.864
ENSG00000065413.20	ANKRD44	189	441	226	269.999	644.882	116
ENSG00000065427.15	KARS1	6481.895	3581.054	3691.002	3160.696	4769.09	4989.755
ENSG00000065457.11	ADAT1	841.54	469.616	274.086	394	698.637	133
ENSG00000065485.20	PDIA5	626.357	668.054	592.155	466.074	1220.465	418
ENSG00000065491.8	TBC1D22B	457	572.047	273	416	371	304
ENSG00000065518.8	NDUFB4	2274.256	2902.125	2344.615	2412.565	1858.001	6387.416
ENSG00000065526.13	SPEN	1408.011	1746.418	1166	1274.999	2199	187.075
ENSG00000065534.20	MYLK	3238.426	4944.403	3449.998	3021.029	2315.27	2089.008
ENSG00000065548.18	ZC3H15	3866.499	2220.923	1996.304	1951.924	2465.636	2866.001
ENSG00000065559.15	MAP2K4	826.095	1243.995	706	1029.999	708.907	1180.5
ENSG00000065600.13	PACC1	265	96	131	74	136	81
ENSG00000065609.15	SNAP91	3	17	3	5	3	1
ENSG00000065613.15	SLK	3247.788	3273.996	2087	3005	2607.731	1234
ENSG00000065615.14	CYB5R4	1302.049	1175.141	632	935	596.532	1522
ENSG00000065618.21	COL17A1	537.835	9216.887	4628.014	8409.89	1440	1511.443
ENSG00000065621.15	GSTO2	338.001	393.915	383	249	420	597.011
ENSG00000065665.21	SEC61A2	126.033	109.999	56	53.001	114	67
ENSG00000065675.16	PRKCQ	142.006	66.211	131	48	94.001	46
ENSG00000065717.16	TLE2	681.999	218	644.001	277.001	745.002	272.001
ENSG00000065802.12	ASB1	462.131	261.057	284.999	192	392.029	98
ENSG00000065809.14	FAM107B	1113	3735.297	3046.002	4732.999	1633.139	1959.999
ENSG00000065833.9	ME1	1050.131	446.033	509	360.14	1098.785	206
ENSG00000065882.18	TBC1D1	1063.497	1479.209	917	1193.003	1027.108	960
ENSG00000065883.18	CDK13	2182.674	1539.044	1018.999	1066	1484.167	630.999
ENSG00000065911.13	MTHFD2	2129.899	1088.05	1009	842.607	2907.98	1221.069
ENSG00000065923.10	SLC9A7	77.001	137	55	40	284.314	31
ENSG00000065970.9	FOXJ2	457.028	311	304	258	610	134
ENSG00000065978.19	YBX1	11411.562	11788.599	11826.565	11171.912	13559.679	10193.698
ENSG00000065989.16	PDE4A	449.263	222	345	242.001	426	70
ENSG00000066027.12	PPP2R5A	1740.662	2467.934	1825.356	2058.019	1856.384	1559.997
ENSG00000066032.19	CTNNA2	0	9	9	12	8	5
ENSG00000066044.15	ELAVL1	1996	980.412	1287	838	1527.555	411
ENSG00000066056.14	TIE1	195.009	87.001	65.001	82	195.007	28
ENSG00000066084.13	DIP2B	1576.001	1868.366	1187	1535	1954.864	732
ENSG00000066117.15	SMARCD1	1381.001	824	1069	670.054	1222.513	399.085
ENSG00000066135.13	KDM4A	709.953	1652.137	1022	1098	1323.673	781.03
ENSG00000066136.21	NFYC	664	1361	703.999	855	1189.235	983
ENSG00000066185.13	ZMYND12	10	49.026	9	27	73.21	96
ENSG00000066230.12	SLC9A3	667.116	3334.83	8810.964	14940.784	687.2	1222.102
ENSG00000066248.15	NGEF	499	1097.284	503	518	425	629
ENSG00000066279.19	ASPM	1522.257	707.081	402	277.002	1408.281	93
ENSG00000066294.15	CD84	234.001	458.028	181	295	428	106
ENSG00000066322.15	ELOVL1	1568.076	3195.19	2129.003	2834.832	1970.087	3823.421
ENSG00000066336.13	SPI1	177	344.937	328	287	419.999	139.77
ENSG00000066379.15	POLR1H	953	404	510.999	326	458.999	819.245
ENSG00000066382.17	MPPED2	9	3	3	4	5	6
ENSG00000066405.13	CLDN18	0	5	3	1	45	14
ENSG00000066422.7	ZBTB11	758.001	632.001	456	449	885.001	367.999
ENSG00000066427.25	ATXN3	432.3	520	373	392	766.001	417.999
ENSG00000066455.13	GOLGA5	1493.316	2024.701	1247	1526	1691.364	1895.109
ENSG00000066468.24	FGFR2	58	1054	741	955.338	869.001	443.999
ENSG00000066557.6	LRRC40	357	425	313	434	459	469
ENSG00000066583.12	ISOC1	623	654	620	799	656.002	946.073
ENSG00000066629.19	EML1	149	118.991	113	149	155	62
ENSG00000066651.20	TRMT11	915.565	356.337	358.747	296.001	361.001	286.999
ENSG00000066654.14	THUMPD1	1278.009	1555.493	939	1067	1569.403	1231
ENSG00000066697.15	MSANTD3	438.932	170	198	108	324	194
ENSG00000066735.16	KIF26A	57	67	19	79	51	24
ENSG00000066739.12	ATG2B	804.013	1096.001	885	636.999	1685.654	416
ENSG00000066777.9	ARFGEF1	2484.642	2621.485	1364.001	2335.001	2286.781	993
ENSG00000066813.14	ACSM2B	0	0	0	0	0	1
ENSG00000066827.16	ZFAT	127	206	108	118.001	184	98
ENSG00000066855.16	MTFR1	895.001	497.083	510.202	465	883.999	423
ENSG00000066923.19	STAG3	263.299	130.246	7.323	28.309	33.26	65.68
ENSG00000066926.13	FECH	365.308	475	345	472	403.999	718
ENSG00000066933.17	MYO9A	781.025	1062.06	476.999	690	613.796	238
ENSG00000067048.17	DDX3Y	2710.465	1314.001	1126.126	1175.001	1651	800.104
ENSG00000067057.19	PFKP	1043.705	2207.21	1420.001	2088.96	1569.72	1284.953
ENSG00000067064.13	IDI1	2305.407	2940.471	2040.998	3337.473	1430.999	3041.221
ENSG00000067066.17	SP100	1532.705	5703.023	1332.666	1681.013	1526.94	1514.701
ENSG00000067082.15	KLF6	5615.68	12203.243	4537.583	9317.053	3697.833	3611.4
ENSG00000067113.17	PLPP1	657.001	2529.418	1447.999	2262.687	680.64	3663
ENSG00000067141.17	NEO1	1187.262	5648.34	2579.401	3357.929	3481.603	1853
ENSG00000067167.8	TRAM1	5537.798	5094.282	3276	4235.521	5713.607	5598.409
ENSG00000067177.15	PHKA1	428	124.032	101	125	430	54
ENSG00000067182.9	TNFRSF1A	1583.625	4025.96	2573	3392.987	1733.699	1606.397
ENSG00000067191.17	CACNB1	64.001	434	77.001	140	142	245.004
ENSG00000067208.17	EVI5	501.086	591.056	407.001	307.999	613	180
ENSG00000067221.14	STOML1	150.717	202.027	142.001	128	326.999	116
ENSG00000067225.21	PKM	11285.019	9734.916	12115.669	8855.343	13702.826	6540.418
ENSG00000067248.11	DHX29	1041	1107.947	682	933	874.985	605
ENSG00000067334.14	DNTTIP2	1823.149	1167.062	1312.361	1080.033	1454.005	1317.929
ENSG00000067365.15	METTL22	211	117.001	132	82.001	217.999	74
ENSG00000067369.14	TP53BP1	1216.001	938.999	509.635	717	1279	369.341
ENSG00000067445.22	TRO	147.011	48	62.081	22	54.557	14
ENSG00000067533.6	RRP15	701.059	297.074	437	282	564.105	212
ENSG00000067560.14	RHOA	9509.235	13170.969	9174.292	9396.94	10707.34	11918.487
ENSG00000067596.12	DHX8	1549.062	1319.245	941	897	1061	629.999
ENSG00000067601.11	PMS2P4	0	0	0	0	0	0
ENSG00000067606.17	PRKCZ	419.906	961.914	839.999	720	459.04	515
ENSG00000067646.12	ZFY	600.067	418.481	217.407	317.117	483.055	304
ENSG00000067704.10	IARS2	3188.862	3448.379	2324.89	3085.782	3194.647	2957.47
ENSG00000067715.15	SYT1	205	46	253	17	182	23
ENSG00000067798.16	NAV3	29.002	16	10	7.001	12	2
ENSG00000067829.20	IDH3G	1062.006	1348.004	1906	1263.429	1147.841	1827
ENSG00000067836.13	ROGDI	208.298	398.999	304.999	372	313.589	496.312
ENSG00000067840.13	PDZD4	23	18	14	30	21	8
ENSG00000067842.19	ATP2B3	0	0	1	0	0	0
ENSG00000067900.9	ROCK1	1753.251	1757.555	1141.769	1550.075	1548.891	540.648
ENSG00000067955.15	CBFB	2058.009	725	839.001	485.001	1600.004	233.999
ENSG00000067992.17	PDK3	1324.804	834.41	1295	713.154	1156.021	537.999
ENSG00000068001.14	HYAL2	1085.974	386.001	682	659.171	1000.448	464
ENSG00000068024.18	HDAC4	419.028	218.999	298	268	501.142	92
ENSG00000068028.18	RASSF1	321	321	250	212.001	635.001	179
ENSG00000068078.20	FGFR3	182	1165.19	659.999	857.972	232	423
ENSG00000068079.8	IFI35	419	2881.044	727.001	746	521.663	879.144
ENSG00000068097.16	HEATR6	426.999	361.001	197	176	368	186
ENSG00000068120.15	COASY	1284.013	1244.235	1135.999	900.999	1124.075	777.003
ENSG00000068137.15	PLEKHH3	180	85	136	109	147	89
ENSG00000068305.19	MEF2A	844.001	1333.54	937	1142.999	1014.71	519
ENSG00000068308.15	OTUD5	1347.788	1274	1155.001	923.739	1213.013	639
ENSG00000068323.17	TFE3	887	656.053	847	672.051	753.001	207.001
ENSG00000068354.16	TBC1D25	281.831	217.725	236	203.001	257.229	202.999
ENSG00000068366.21	ACSL4	2269.179	613	1908.003	809.001	1636.519	318
ENSG00000068383.19	INPP5A	648.395	774.238	606	697	515	736.001
ENSG00000068394.11	GPKOW	841	673	631.025	474	536	782
ENSG00000068400.14	GRIPAP1	1146.002	1010.673	986.026	737.323	1316.123	553
ENSG00000068438.15	FTSJ1	900.039	317.001	800.001	314	747.001	280.001
ENSG00000068489.13	PRR11	1504.275	459.998	390.364	245	832	92
ENSG00000068615.20	REEP1	206.999	32	50	36	21	86
ENSG00000068650.19	ATP11A	3580.332	230.27	1693.001	257.999	1192.081	48
ENSG00000068654.17	POLR1A	1540.328	532	597	487	1213.302	141
ENSG00000068697.7	LAPTM4A	6193.941	7314.446	5307.993	5036.75	5843.792	8936.653
ENSG00000068724.18	TTC7A	340.075	1481.033	492.003	568	834.04	604.001
ENSG00000068745.15	IP6K2	1374.096	3100.306	1341.242	1227.998	2450.634	2672.255
ENSG00000068781.21	STON1-GTF2A1L	18.145	19.636	26.291	22.667	3.821	1.475
ENSG00000068784.13	SRBD1	643.999	623.065	438	472	784.005	619
ENSG00000068796.19	KIF2A	1369.085	1573.332	1138.999	933.001	1365.35	707.052
ENSG00000068831.19	RASGRP2	40	113	41	51	133.999	21
ENSG00000068878.15	PSME4	2421.817	1542.079	1327.001	1256.008	2705.1	643
ENSG00000068885.15	IFT80	647	475.999	393.849	297.999	920.946	238.999
ENSG00000068903.21	SIRT2	594.999	569.191	589.999	599	926.662	870.079
ENSG00000068912.15	ERLEC1	1863.109	1768.582	1652.172	1549.001	2566.279	1413
ENSG00000068971.14	PPP2R5B	391.584	352	258	398.981	266	166.199
ENSG00000068976.14	PYGM	6	10	30	15	16	1
ENSG00000068985.5	PAGE1	0	0	0	0	0	0
ENSG00000069011.16	PITX1	269.003	103.001	481	126.001	391.999	109
ENSG00000069018.19	TRPC7	0	2	1	0	0	0
ENSG00000069020.19	MAST4	285.998	321	298.999	276.02	406	81
ENSG00000069122.19	ADGRF5	565	149.956	150	195.701	738.314	68
ENSG00000069188.17	SDK2	7	16	66	22	258	4
ENSG00000069206.15	ADAM7	0	0	0	0	0	1
ENSG00000069248.12	NUP133	1763.443	948.608	851	777.001	1352.571	740
ENSG00000069275.13	NUCKS1	8795.678	4656.089	4246	3198.778	6093.629	1947
ENSG00000069329.19	VPS35	7157.661	3598.895	2917.64	3301.981	4670.113	4498.018
ENSG00000069345.12	DNAJA2	2205.571	1747.738	1572.64	1586.599	1659.539	1191
ENSG00000069399.15	BCL3	568.004	752	1136	1015.999	1380.786	243
ENSG00000069424.16	KCNAB2	650	348	504.001	203.999	539.001	70.999
ENSG00000069431.14	ABCC9	123.731	16.092	39.813	17.82	118.728	10.187
ENSG00000069482.7	GAL	393.688	4	22	5.002	33	3
ENSG00000069493.15	CLEC2D	138.201	493.443	130.741	138.483	383.298	74.737
ENSG00000069509.6	FUNDC1	431.108	306.497	303	230	236	594
ENSG00000069535.14	MAOB	49.002	304	159	267	148	154
ENSG00000069667.16	RORA	261	311.023	202	224	553.123	103
ENSG00000069696.7	DRD4	12	5	8	2	6	2
ENSG00000069702.11	TGFBR3	177	261	267	320	584.999	119
ENSG00000069764.10	PLA2G10	27.991	1209.931	299.405	435.375	263.693	2249.079
ENSG00000069812.11	HES2	223	462.001	520	332.001	966.001	263
ENSG00000069849.11	ATP1B3	2522.899	12010.624	4296	6580.947	2992.719	11090.132
ENSG00000069869.17	NEDD4	1255.13	455.734	313.099	395.965	614.945	704.074
ENSG00000069943.10	PIGB	314.246	358.001	242	218.999	194.001	548
ENSG00000069956.14	MAPK6	1566.614	3771.419	1787.952	3039.76	1750.858	3083.785
ENSG00000069966.19	GNB5	270.639	227.001	134	99.999	233.001	88.001
ENSG00000069974.17	RAB27A	631.422	4368.715	1210.929	2725.953	2024.417	2909.512
ENSG00000069998.12	HDHD5	591	430.871	587	461	786.583	377.999
ENSG00000070010.19	UFD1	1417.443	1256	1038.001	849.001	1172	1325.08
ENSG00000070018.9	LRP6	1622.361	1222.08	1360	883	1333	352
ENSG00000070019.5	GUCY2C	1891.471	4077.087	3740.155	2600.617	3242.658	3653.771
ENSG00000070031.4	SCT	11	22	5	7	1	46
ENSG00000070047.13	PHRF1	1003.006	768.001	637	645	1065.002	190
ENSG00000070061.16	ELP1	1389.226	834.738	769.045	733	1824.803	560
ENSG00000070081.18	NUCB2	976.592	2252.591	1034	1133.758	2100.112	1612.001
ENSG00000070087.15	PFN2	2998.752	753.281	731.112	726	278.13	689
ENSG00000070159.14	PTPN3	1412.492	1573.528	1221	1893.309	976.813	1131.218
ENSG00000070182.21	SPTB	14	6	5	4	40	2
ENSG00000070190.13	DAPP1	62.001	494.551	144	162.014	647	68
ENSG00000070193.5	FGF10	54	34	75	96	46	9
ENSG00000070214.17	SLC44A1	6518.461	11067.008	5571.369	7070.835	6685.74	4728.941
ENSG00000070269.14	TMEM260	1025.252	636.999	778.001	517.001	940.251	614.018
ENSG00000070366.14	SMG6	523.175	630	426	540.999	638.196	130.999
ENSG00000070367.17	EXOC5	1587.45	1305.593	974.001	1158.001	1215.088	948.642
ENSG00000070371.16	CLTCL1	90	58	17	28	100	40
ENSG00000070388.12	FGF22	0	4	1	2	0	1
ENSG00000070404.10	FSTL3	383.007	36	366	78	82	27
ENSG00000070413.21	DGCR2	1578.081	2824.259	1680.999	1824.205	1836.501	824
ENSG00000070423.18	RNF126	632.524	531.001	877.999	535.069	735.999	324
ENSG00000070444.15	MNT	554.229	356	466	393	660.042	72
ENSG00000070476.15	ZXDC	419	425	317	258	848	155
ENSG00000070495.15	JMJD6	590.392	375.029	392	358.999	379.61	389
ENSG00000070501.12	POLB	704.98	234.003	305.999	184	552.002	441
ENSG00000070526.15	ST6GALNAC1	1578.001	15195.463	3133.003	6442.105	11891.985	17230.943
ENSG00000070540.13	WIPI1	745.317	1247.125	919.7	1057	1034	1381.001
ENSG00000070601.10	FRMPD1	9	9	27	3	1	1
ENSG00000070610.14	GBA2	1238.96	3679.813	1328.001	2048.032	1746.746	1757
ENSG00000070614.15	NDST1	1030.066	1141.004	758	959	1014.096	425
ENSG00000070669.17	ASNS	659.683	516.721	548.71	598.887	1007.664	588.277
ENSG00000070718.13	AP3M2	520.947	273	273	164	553	182
ENSG00000070729.14	CNGB1	0	2	0	1	1	0
ENSG00000070731.11	ST6GALNAC2	15.865	89.52	46.782	97.194	120.552	121.869
ENSG00000070748.19	CHAT	1	5	4	12	5	12
ENSG00000070756.17	PABPC1	30199.13	17491.055	21733.897	13870.045	35757.051	9035.551
ENSG00000070759.17	TESK2	110	567	153	293.143	237	554.016
ENSG00000070761.8	CFAP20	1043.04	581.923	480	480.001	600.168	764
ENSG00000070770.10	CSNK2A2	2371.021	1013	1135.929	680	1353.997	452.001
ENSG00000070778.13	PTPN21	353.037	1290.031	387	752.001	472.181	339
ENSG00000070785.17	EIF2B3	470.011	298.905	419	319	467.909	318
ENSG00000070808.17	CAMK2A	1	3	5	4	4	2
ENSG00000070814.22	TCOF1	1769.406	581	747.168	356	1117.001	150.001
ENSG00000070831.18	CDC42	5549.283	8377.12	4830.939	6909.973	5366.773	8396.949
ENSG00000070882.13	OSBPL3	1957.423	349.001	435	287	1359.58	150
ENSG00000070886.12	EPHA8	0	0	2	0	1	0
ENSG00000070915.10	SLC12A3	2	1	1	2	3	0
ENSG00000070950.10	RAD18	912.018	472.999	346	312	788.103	375
ENSG00000070961.17	ATP2B1	1307.205	3597.104	1989	3763.867	1836.255	952.517
ENSG00000070985.14	TRPM5	32	29	39	49	117.012	10
ENSG00000071051.14	NCK2	1499.293	1042.001	1052.995	1027.043	1208	743.001
ENSG00000071054.17	MAP4K4	2765.326	1259.998	1009.999	846	1579.075	354
ENSG00000071073.13	MGAT4A	1973.39	5539.407	2264.639	2719.93	2933.57	2472.728
ENSG00000071082.11	RPL31	21190.768	13998.235	21157.867	11499.15	16244.187	42100.468
ENSG00000071127.18	WDR1	6224.065	13990.532	9415.43	13556.997	7815.374	7170.631
ENSG00000071189.21	SNX13	2604.173	2189.078	1401.105	2172.032	1612.698	1385.001
ENSG00000071203.9	MS4A12	1	8128.404	874	3293.937	1000.001	34220.229
ENSG00000071205.12	ARHGAP10	100	99	66	81	127.234	61
ENSG00000071242.12	RPS6KA2	385.235	213	402	322	782.365	68
ENSG00000071243.16	ING3	512.306	512.026	239	332	388.011	527
ENSG00000071246.11	VASH1	404.329	274.999	174.184	191	524.208	80
ENSG00000071282.12	LMCD1	399	101	263	98	321.999	81.02
ENSG00000071462.13	BUD23	1377.23	834.786	954.989	728	1357.576	781
ENSG00000071537.14	SEL1L	3083.05	5736.737	3554.11	4422.391	5113.255	2677.003
ENSG00000071539.14	TRIP13	1416.558	142.024	218	88	1160.773	41
ENSG00000071553.18	ATP6AP1	2403.303	2116	2310.808	1639.001	2054.966	1780.064
ENSG00000071564.19	TCF3	2305.74	960.076	1215.226	817.302	1893.999	271.002
ENSG00000071575.12	TRIB2	317.042	229.115	305	145	738.48	48
ENSG00000071626.17	DAZAP1	2167.297	1705.267	2008.162	1389.316	2384	405.999
ENSG00000071655.18	MBD3	1245.633	697.825	964.391	593.79	1048.684	398.663
ENSG00000071677.1	PRLH	0	0	1	0	0	0
ENSG00000071794.16	HLTF	512	565.055	276	407	1238.851	228.559
ENSG00000071859.15	FAM50A	1088	629.729	977.001	494	722.001	316.999
ENSG00000071889.17	FAM3A	874.723	977.007	1027	783.512	897.884	1041.999
ENSG00000071894.17	CPSF1	1531.34	1011.05	1032.001	936.003	2399.995	350
ENSG00000071909.19	MYO3B	2	4	11	1	83	1
ENSG00000071967.12	CYBRD1	1416.055	1730.491	2158.862	2208.75	775	1022
ENSG00000071991.9	CDH19	0	64.001	35	72	16	25
ENSG00000071994.11	PDCD2	2632.042	1041.573	1105.998	925.422	1429.076	1592.294
ENSG00000072041.18	SLC6A15	0	2	0	3	0	6
ENSG00000072042.13	RDH11	1342.099	1485.599	1154.077	963	1812.436	882.002
ENSG00000072062.16	PRKACA	1065.999	1171.903	1049	959.001	1247	317
ENSG00000072071.17	ADGRL1	848.213	281	519	255	599.071	100
ENSG00000072080.11	SPP2	0	1.033	0	0	0	0
ENSG00000072110.16	ACTN1	4511.769	1272.786	3020.298	1411.195	5406.534	790.488
ENSG00000072121.17	ZFYVE26	437.035	998.651	352.001	419.001	791.696	252.999
ENSG00000072133.12	RPS6KA6	126	573.001	233.015	480	92	229
ENSG00000072134.16	EPN2	475	354.504	337.001	290.001	682	113.001
ENSG00000072135.13	PTPN18	946.001	2326.025	1312.759	1627.768	2879.385	706
ENSG00000072163.20	LIMS2	222	102	419.001	97	159.001	34
ENSG00000072182.14	ASIC4	1	4	9	0	4	0
ENSG00000072195.15	SPEG	153.999	24.999	118.378	46.001	51	19
ENSG00000072201.14	LNX1	157	661.015	359.001	307	785.139	452
ENSG00000072210.19	ALDH3A2	802.675	2770.356	1958.92	2262.752	2071.276	2953.053
ENSG00000072274.14	TFRC	6344.211	6311.079	8585.316	8478.164	5899.299	8880.13
ENSG00000072310.18	SREBF1	1192.002	1061.999	1732.412	1130.152	1280	236.998
ENSG00000072315.4	TRPC5	0	0	0	0	0	0
ENSG00000072364.13	AFF4	2175.035	2929.458	1980.351	2404.187	2167.192	885
ENSG00000072401.15	UBE2D1	874.142	637.787	588.999	585	517	693.001
ENSG00000072415.10	PALS1	731.001	1804.132	1095.999	1286	1103.168	1036.001
